Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
In progress,1729,High,Email,Product setup,1st line support,Nicola Wane,2023-03-31 22:38:17,2023-04-02 22:38:17,2023-03-31 23:38:17,2023-03-31 22:59:12.068,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1730,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-04-01 04:42:45,2023-04-02 04:42:45,2023-04-01 04:44:45,2023-04-01 04:44:37.582,Within SLA,,SLA Violated,,7.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,1731,Low,Email,Feature request,1st line support,Sheela Cutten,2023-04-01 19:34:47,2023-04-03 19:34:47,2023-04-01 20:34:47,2023-04-01 20:12:35.353,Within SLA,2023-04-03 01:12:34.416,Within SLA,,2.0,,Other,Tier 1,Germany,51.165691,10.451526
In progress,1732,Low,Email,Training request,1st line support,Nicola Wane,2023-04-01 19:44:41,2023-04-03 19:44:41,2023-04-01 20:44:41,2023-04-02 00:46:44.186,SLA Violated,,SLA Violated,,6.0,,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
In progress,1749,Medium,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,2023-04-02 04:44:24,2023-04-04 04:44:24,2023-04-02 04:46:24,2023-04-02 04:45:00.222,Within SLA,,SLA Violated,,1.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,1750,Low,Phone,Pricing and licensing,1st line support,Sheela Cutten,2023-04-02 16:03:14,2023-04-04 16:03:14,2023-04-02 16:05:14,2023-04-02 16:03:59.045,Within SLA,2023-04-06 10:28:20.097,SLA Violated,,4.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1751,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-04-02 15:53:36,2023-04-04 15:53:36,2023-04-02 16:53:36,2023-04-02 16:17:30.401,Within SLA,2023-04-03 18:13:23.994,Within SLA,,2.0,,Other,Tier 2,Poland,52.536273,19.050639
Resolved,1756,Low,Email,Product setup,1st line support,Bernard Beckley,2023-04-03 05:19:08,2023-04-05 05:19:08,2023-04-03 06:19:08,2023-04-03 05:47:52.792,Within SLA,2023-04-04 09:47:28.263,Within SLA,,2.0,,Other,Tier 1,Germany,51.165691,10.451526
In progress,1757,High,Chat,Product setup,1st line support,Kristos Westoll,2023-04-03 07:05:23,2023-04-04 07:05:23,2023-04-03 07:07:23,2023-04-03 07:05:26.004,Within SLA,,SLA Violated,,7.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,1763,Low,Chat,Bug report,1st line support,Kristos Westoll,2023-04-04 12:31:49,2023-04-05 12:31:49,2023-04-04 12:33:49,2023-04-04 12:36:46.201,SLA Violated,2023-04-05 02:55:34.212,Within SLA,,6.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,1765,Low,Chat,Pricing and licensing,2nd line support,Heather Urry,2023-04-04 11:05:30,2023-04-05 11:05:30,2023-04-04 11:07:30,2023-04-04 11:05:38.316,Within SLA,2023-04-05 01:55:44.008,Within SLA,,6.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
In progress,1768,Low,Chat,Product setup,1st line support,Nicola Wane,2023-04-05 21:15:23,2023-04-06 21:15:23,2023-04-05 21:17:23,2023-04-05 21:16:40.783,Within SLA,,SLA Violated,,8.0,,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1769,Low,Email,Feature request,2nd line support,Heather Urry,2023-04-05 11:07:48,2023-04-07 11:07:48,2023-04-05 12:07:48,2023-04-05 11:37:02.660,Within SLA,,SLA Violated,,3.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
Open,1770,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-04-05 16:27:41,2023-04-07 16:27:41,2023-04-05 17:27:41,,SLA Violated,,SLA Violated,,,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,1773,High,Email,Pricing and Licensing,1st line support,Sheela Cutten,2023-04-06 17:18:15,2023-04-08 17:18:15,2023-04-06 18:18:15,2023-04-06 17:45:14.492,Within SLA,2023-04-07 07:13:28.117,Within SLA,,8.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
In progress,1778,Medium,Email,Training request,2nd line support,Heather Urry,2023-04-06 18:43:11,2023-04-08 18:43:11,2023-04-06 19:43:11,2023-04-06 19:34:18.735,Within SLA,,SLA Violated,,4.0,,Training and Consulting Services,Tier 2,France,48.864716,2.349014
Resolved,1780,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-04-07 22:19:14,2023-04-08 22:19:14,2023-04-07 22:21:14,2023-04-07 22:24:33.772,SLA Violated,2023-04-09 11:25:33.590,SLA Violated,,4.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
In progress,1782,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-04-07 18:21:00,2023-04-09 18:21:00,2023-04-07 19:21:00,2023-04-07 18:39:32.472,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,1801,High,Phone,Feature request,1st line support,Connor Danielovitch,2023-04-09 11:16:06,2023-04-11 11:16:06,2023-04-09 11:18:06,2023-04-09 11:17:29.546,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,1802,Low,Chat,Pricing and Licensing,1st line support,Nicola Wane,2023-04-09 18:24:07,2023-04-10 18:24:07,2023-04-09 18:26:07,2023-04-09 18:24:07.401,Within SLA,,SLA Violated,,7.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
In progress,1804,Medium,Chat,Product setup,2nd line support,Michele Whyatt,2023-04-09 17:35:53,2023-04-10 17:35:53,2023-04-09 17:37:53,2023-04-09 17:36:50.882,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Resolved,1805,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-04-09 16:50:10,2023-04-11 16:50:10,2023-04-09 17:50:10,2023-04-09 17:34:55.558,Within SLA,2023-04-10 08:09:14.993,Within SLA,,1.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,1807,Medium,Email,Product setup,1st line support,Nicola Wane,2023-04-10 16:07:38,2023-04-12 16:07:38,2023-04-10 17:07:38,2023-04-10 16:39:13.721,Within SLA,,SLA Violated,,10.0,,Other,Tier 1,France,48.864716,2.349014
Resolved,1808,Low,Chat,Feature request,1st line support,Kristos Westoll,2023-04-10 22:37:41,2023-04-11 22:37:41,2023-04-10 22:39:41,2023-04-10 22:37:48.134,Within SLA,2023-04-11 11:57:15.881,Within SLA,,60.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,1812,High,Phone,Product setup,1st line support,Kristos Westoll,2023-04-10 19:44:07,2023-04-12 19:44:07,2023-04-10 19:46:07,2023-04-10 19:44:18.651,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,1813,High,Chat,Purchasing and invoicing,2nd line support,Heather Urry,2023-04-10 22:39:59,2023-04-11 22:39:59,2023-04-10 22:41:59,2023-04-10 22:41:25.915,Within SLA,,SLA Violated,,60.0,,Ready to use Software,Tier 2,Greece,39.368279,21.863141
Resolved,1817,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-04-11 01:35:11,2023-04-13 01:35:11,2023-04-11 02:35:11,2023-04-11 01:46:52.065,Within SLA,2023-04-11 22:55:17.358,Within SLA,,2.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,1818,Low,Chat,Pricing and Licensing,1st line support,Sheela Cutten,2023-04-11 09:01:04,2023-04-12 09:01:04,2023-04-11 09:03:04,2023-04-11 09:01:56.891,Within SLA,2023-04-11 11:41:50.880,Within SLA,,4.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1819,Low,Email,Product setup,2nd line support,Heather Urry,2023-04-11 11:17:59,2023-04-13 11:17:59,2023-04-11 12:17:59,2023-04-11 11:43:48.712,Within SLA,2023-04-12 05:01:52.062,Within SLA,,3.0,,Other,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,1820,Low,Email,Other,1st line support,Bernard Beckley,2023-04-11 17:12:33,2023-04-13 17:12:33,2023-04-11 18:12:33,2023-04-11 17:38:03.466,Within SLA,2023-04-13 04:22:46.522,Within SLA,,5.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,1821,Low,Email,Feature request,2nd line support,Heather Urry,2023-04-11 17:28:21,2023-04-13 17:28:21,2023-04-11 18:28:21,2023-04-11 17:57:04.242,Within SLA,,SLA Violated,,9.0,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
In progress,1823,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-04-11 07:16:39,2023-04-12 07:16:39,2023-04-11 07:18:39,2023-04-11 07:18:12.058,Within SLA,,SLA Violated,,7.0,,Other,Tier 1,Italy,43.036776,12.678565
Resolved,1824,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-04-11 00:07:48,2023-04-12 00:07:48,2023-04-11 00:09:48,2023-04-11 00:08:37.165,Within SLA,2023-04-11 11:06:40.521,Within SLA,,4.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,1826,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-04-12 05:24:50,2023-04-13 05:24:50,2023-04-12 05:26:50,2023-04-12 05:24:52.171,Within SLA,2023-04-12 06:26:02.502,Within SLA,,4.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,1827,Medium,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-04-12 02:54:55,2023-04-14 02:54:55,2023-04-12 03:54:55,2023-04-12 09:25:30.528,SLA Violated,2023-04-14 02:45:59.718,Within SLA,,2.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1829,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-04-12 23:18:18,2023-04-13 23:18:18,2023-04-12 23:20:18,2023-04-12 23:22:07.115,SLA Violated,2023-04-15 21:38:33.388,SLA Violated,,6.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
In progress,1831,Medium,Email,Feature request,1st line support,Nicola Wane,2023-04-12 08:21:31,2023-04-14 08:21:31,2023-04-12 09:21:31,2023-04-12 08:59:02.751,Within SLA,,SLA Violated,,7.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
In progress,1832,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-04-12 08:29:48,2023-04-14 08:29:48,2023-04-12 09:29:48,2023-04-12 09:00:22.868,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1833,High,Email,Product setup,1st line support,Nicola Wane,2023-04-12 14:38:23,2023-04-14 14:38:23,2023-04-12 15:38:23,2023-04-12 15:07:18.399,Within SLA,2023-04-14 04:45:43.148,Within SLA,,1.0,,Other,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1834,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-04-13 18:53:11,2023-04-15 18:53:11,2023-04-13 19:53:11,2023-04-13 19:51:19.635,Within SLA,2023-04-14 03:27:43.216,Within SLA,,1.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1838,Low,Chat,Bug report,1st line support,Bernard Beckley,2023-04-13 01:38:11,2023-04-14 01:38:11,2023-04-13 01:40:11,2023-04-13 01:39:04.045,Within SLA,2023-04-13 15:40:36.604,Within SLA,,6.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,1840,Low,Chat,Bug report,1st line support,Sheela Cutten,2023-04-13 00:46:33,2023-04-14 00:46:33,2023-04-13 00:48:33,2023-04-13 00:47:29.777,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1844,Low,Chat,Feature request,1st line support,Kristos Westoll,2023-04-14 01:08:18,2023-04-15 01:08:18,2023-04-14 01:10:18,2023-04-14 01:08:36.110,Within SLA,2023-04-16 12:44:37.851,SLA Violated,,3.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
In progress,1849,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-04-15 14:20:11,2023-04-16 14:20:11,2023-04-15 14:22:11,2023-04-15 14:23:24.764,SLA Violated,,SLA Violated,,4.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1858,Low,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-04-16 08:24:34,2023-04-17 08:24:34,2023-04-16 08:26:34,2023-04-16 08:25:45.449,Within SLA,2023-04-16 11:39:02.144,Within SLA,,9.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,1859,High,Chat,Other,1st line support,Nicola Wane,2023-04-16 21:38:28,2023-04-17 21:38:28,2023-04-16 21:40:28,2023-04-16 21:40:14.403,Within SLA,,SLA Violated,,3.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1860,Medium,Email,Bug report,1st line support,Nicola Wane,2023-04-16 08:37:24,2023-04-18 08:37:24,2023-04-16 09:37:24,2023-04-16 09:12:12.725,Within SLA,2023-04-18 14:42:57.722,SLA Violated,,1.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,1861,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-04-16 08:28:16,2023-04-18 08:28:16,2023-04-16 09:28:16,2023-04-16 12:58:06.634,SLA Violated,2023-04-16 08:51:36.925,Within SLA,,4.0,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,1862,Medium,Chat,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-04-16 22:55:36,2023-04-17 22:55:36,2023-04-16 22:57:36,2023-04-16 22:56:49.060,Within SLA,2023-04-17 08:29:33.606,Within SLA,,4.0,,Training and Consulting Services,Tier 2,Germany,51.165691,10.451526
In progress,1866,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-04-17 19:02:22,2023-04-19 19:02:22,2023-04-17 20:02:22,2023-04-18 01:19:45.954,SLA Violated,,SLA Violated,,7.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1868,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-04-17 13:01:40,2023-04-19 13:01:40,2023-04-17 13:03:40,2023-04-17 13:01:46.665,Within SLA,2023-04-22 06:28:14.225,SLA Violated,,2.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,1869,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-04-17 04:59:54,2023-04-19 04:59:54,2023-04-17 05:59:54,2023-04-17 05:06:25.426,Within SLA,2023-04-18 18:14:34.093,Within SLA,,2.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,1874,Low,Email,Other,2nd line support,Michele Whyatt,2023-04-18 08:58:20,2023-04-20 08:58:20,2023-04-18 09:58:20,2023-04-18 09:04:16.695,Within SLA,,SLA Violated,,10.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,1875,Medium,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,2023-04-18 12:00:17,2023-04-19 12:00:17,2023-04-18 12:02:17,2023-04-18 12:02:08.282,Within SLA,2023-04-18 17:27:12.720,Within SLA,,3.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,1877,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-04-18 17:37:19,2023-04-20 17:37:19,2023-04-18 18:37:19,2023-04-18 17:41:28.270,Within SLA,2023-04-20 13:23:07.856,Within SLA,,5.0,,Other,Tier 1,Germany,51.165691,10.451526
In progress,1879,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-04-18 22:00:04,2023-04-20 22:00:04,2023-04-18 23:00:04,2023-04-18 22:02:29.953,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1880,Low,Email,Bug report,1st line support,Kristos Westoll,2023-04-19 13:44:33,2023-04-21 13:44:33,2023-04-19 14:44:33,2023-04-19 14:41:13.167,Within SLA,2023-04-20 15:08:42.506,Within SLA,,1.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,1881,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-04-19 22:56:27,2023-04-20 22:56:27,2023-04-19 22:58:27,2023-04-19 22:58:21.525,Within SLA,2023-04-20 22:01:24.127,Within SLA,,6.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1882,Medium,Chat,Feature request,1st line support,Sheela Cutten,2023-04-19 02:54:38,2023-04-20 02:54:38,2023-04-19 02:56:38,2023-04-19 02:59:46.073,SLA Violated,2023-04-22 03:55:56.484,SLA Violated,,4.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,1883,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-04-19 15:12:56,2023-04-20 15:12:56,2023-04-19 15:14:56,2023-04-19 15:14:04.275,Within SLA,,SLA Violated,,4.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1886,Low,Chat,Bug report,2nd line support,Michele Whyatt,2023-04-19 05:03:07,2023-04-20 05:03:07,2023-04-19 05:05:07,2023-04-19 05:04:44.830,Within SLA,2023-04-20 00:54:55.133,Within SLA,,6.0,,Ready to use Software,Tier 2,France,48.864716,2.349014
In progress,1888,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-04-20 05:20:43,2023-04-22 05:20:43,2023-04-20 06:20:43,2023-04-20 06:12:17.519,Within SLA,,SLA Violated,,7.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,1890,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-04-20 02:50:32,2023-04-22 02:50:32,2023-04-20 03:50:32,2023-04-20 02:54:32.078,Within SLA,2023-04-21 03:23:22.855,Within SLA,,7.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,1891,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-04-20 04:04:48,2023-04-22 04:04:48,2023-04-20 05:04:48,2023-04-20 04:17:18.221,Within SLA,2023-04-21 06:25:31.320,Within SLA,,4.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,1892,Low,Email,Other,1st line support,Sheela Cutten,2023-04-20 10:08:09,2023-04-22 10:08:09,2023-04-20 11:08:09,2023-04-20 10:24:12.633,Within SLA,2023-04-20 19:51:38.004,Within SLA,,8.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1894,Medium,Chat,Feature request,1st line support,Nicola Wane,2023-04-20 23:58:35,2023-04-21 23:58:35,2023-04-21 00:00:35,2023-04-20 23:58:37.889,Within SLA,2023-04-25 04:53:54.712,SLA Violated,,6.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,1897,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-04-21 14:40:38,2023-04-22 14:40:38,2023-04-21 14:42:38,2023-04-21 14:40:48.142,Within SLA,2023-04-22 04:29:32.153,Within SLA,,6.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Resolved,1898,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-04-21 18:39:35,2023-04-23 18:39:35,2023-04-21 19:39:35,2023-04-21 18:42:07.282,Within SLA,2023-04-22 00:37:36.335,Within SLA,,5.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
In progress,1899,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-04-21 15:42:29,2023-04-23 15:42:29,2023-04-21 16:42:29,2023-04-21 15:55:25.605,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 2,Italy,43.036776,12.678565
In progress,1900,Low,Email,Other,2nd line support,Adolpho Messingham,2023-04-21 18:14:08,2023-04-23 18:14:08,2023-04-21 19:14:08,2023-04-21 18:56:24.155,Within SLA,,SLA Violated,,7.0,,Other,Tier 2,Spain,39.67337,-4.767726
Resolved,1902,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-04-21 22:59:18,2023-04-22 22:59:18,2023-04-21 23:01:18,2023-04-21 23:02:53.646,SLA Violated,2023-04-25 06:52:11.439,SLA Violated,,60.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Resolved,1903,High,Phone,Training request,1st line support,Sheela Cutten,2023-04-21 17:29:36,2023-04-23 17:29:36,2023-04-21 17:31:36,2023-04-21 17:34:48.030,SLA Violated,2023-04-23 04:28:01.678,Within SLA,,2.0,,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1904,Low,Chat,Other,2nd line support,Heather Urry,2023-04-21 06:37:18,2023-04-22 06:37:18,2023-04-21 06:39:18,2023-04-21 06:38:29.234,Within SLA,2023-04-21 16:34:17.277,Within SLA,,8.0,,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
In progress,1905,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-04-22 22:56:34,2023-04-24 22:56:34,2023-04-22 23:56:34,2023-04-23 00:51:10.020,SLA Violated,,SLA Violated,,9.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1912,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-04-23 16:15:55,2023-04-24 16:15:55,2023-04-23 16:17:55,2023-04-23 16:17:46.758,Within SLA,2023-04-24 02:33:04.212,Within SLA,,4.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,1913,Medium,Chat,Other,1st line support,Bernard Beckley,2023-04-23 17:18:47,2023-04-24 17:18:47,2023-04-23 17:20:47,2023-04-23 17:19:40.224,Within SLA,2023-04-24 10:50:46.021,Within SLA,,9.0,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
In progress,1915,Low,Phone,Product setup,1st line support,Connor Danielovitch,2023-04-24 07:32:10,2023-04-26 07:32:10,2023-04-24 07:34:10,2023-04-24 07:33:15.801,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
